fen,actions,H,U,HU,result
rnbq1k1r/ppNp2pp/2p1pp2/8/1b2P3/2P5/PP1P1P1P/R1BQKB1R w KQ - 2 8,3595,,0.010317821986973286,,0-1
rnbq1k1r/ppNp2p1/2p1pp2/7p/1b1PP3/2P5/PP3P1P/R1BQKB1R w KQ - 0 9,16045,1.934796929359436,0.005100781098008156,0.009868975605760832,0-1
rnbqNk1r/pp1p4/2p1ppp1/7p/1b1PP3/2P5/PP3P1P/R1BQKB1R w KQ - 0 10,860,1.07383131980896,0.006365970242768526,0.006835978227656692,0-1
rnbqNk2/pp1p4/2p1ppp1/7p/1b1PP3/2P5/PP3P1P/R2QKB1R w KQ - 0 11,1045,2.067172050476074,0.008323077112436295,0.017205232380785418,0-1
rnbqNk2/pp6/2p1ppp1/3p3p/1b1PP3/2P2Q2/PP3P1P/R3KB1R w KQ - 0 12,8995,2.114497661590576,0.008571574464440346,0.018124574161208606,0-1
rnbqNk2/pp6/2p1p1p1/3pPp1p/1b1P4/2P2Q2/PP3P1P/R3KB1R w KQ - 0 13,19125,1.1429216861724854,0.005117237102240324,0.005848601257436914,0-1
rnbq1k2/pp6/2pbpNp1/3pPp1p/3P4/2P2Q2/PP3P1P/R3KB1R w KQ - 2 14,14425,1.4260364770889282,0.004150130786001682,0.005918237885528144,0-1
rnbq2k1/pp1N4/2pbp1p1/3pPp1p/3P4/2P2Q2/PP3P1P/R3KB1R w KQ - 4 15,16345,2.153184175491333,0.004853190388530493,0.010449812745230491,0-1
6k1/pp6/2pbp1p1/3pPp1p/3P3q/2P2Q2/PP3P1P/R3KB1R w KQ - 1 16,1270,1.2583123445510864,0.0035150041803717613,0.004422973151310461,0-1
6k1/pp6/2pbp1p1/3pPp1p/3P4/2P5/PP5P/2KR3R w - - 0 17,4875,,0.007579977158457041,,0-1
6k1/pp6/2pbp1p1/3pP2p/3P1p1P/2P5/PP6/2KR3R w - - 0 18,965,,0.0070319096557796,,0-1
6k1/pp6/2pbp1p1/3pP2p/3P3P/2P2p2/PP6/2K2R1R w - - 0 19,11550,,0.0075331623665988445,,0-1
6k1/pp6/2p1p1p1/3p3p/3P3P/2P5/PP3p2/2K2R1R w - - 0 20,2315,,0.006837793625891209,,0-1
6k1/pp6/2p1p3/3p2pp/3P3P/2P4R/PP3p2/2K2R2 w - - 0 21,9950,,0.006478362716734409,,0-1
6k1/pp6/2p1p3/3p4/3P3p/2P4R/PP3p2/2K2R2 w - - 0 22,7355,,0.005383852869272232,,0-1
6k1/pp6/2p1p3/3p4/3P4/2P5/PP3p2/2K2R2 w - - 0 23,2955,,0.004922633059322834,,0-1
6k1/pp6/2p5/3pp3/1P1P4/2P5/P4p2/2K2R2 w - - 0 24,1605,,0.0058751534670591354,,0-1
6k1/pp6/2p5/3pp3/1P1P4/2P5/P7/2K2q1R w - - 0 25,2230,,0.003343260148540139,,0-1
6k1/pp6/2p5/3p4/1P1Pp3/2P5/P7/2K5 w - - 0 26,8035,,0.003794396063312888,,0-1
6k1/pp6/2p5/1P1p4/3P4/2P1p3/P7/2K5 w - - 0 27,10600,,0.0033880439586937428,,0-1
6k1/pp6/8/3p4/3P4/2P5/P3p3/2K5 w - - 0 28,5795,,0.0030080988071858883,,0-1
6k1/pp6/8/3p4/2PP4/8/P7/2K1q3 w - - 0 29,675,,0.006693023722618818,,0-1
6k1/pp6/8/8/3P4/8/P1K5/4q3 w - - 0 30,8675,,0.003411549376323819,,0-1
6k1/pp6/8/3P4/8/2q5/P1K5/8 w - - 1 31,3165,,0.002631859853863716,,0-1
6k1/pp6/8/3P4/8/8/P1q5/3K4 w - - 3 32,960,,0.004091010894626379,,0-1
6k1/p7/8/1p1P4/8/8/P1q5/4K3 w - - 0 33,11235,,0.0046219914220273495,,0-1
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,3875,0.64356529712677,0.0051318877376616,0.0033027048567094153,0-1
rnbqkbnr/pppp1ppp/4p3/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,1990,0.8524760603904724,0.0036097823176532984,0.0030772530090202727,0-1
rnb1kbnr/pppp1ppp/4pq2/8/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,1665,,0.0022311860229820013,,0-1
rnb1k1nr/pppp1ppp/4pq2/8/1b6/3BPN2/PPPP1PPP/RNBQK2R w KQkq - 4 4,3235,0.07130861282348633,0.004135719034820795,0.00029491238740075865,0-1
rnb1k1nr/pppp1ppp/4pq2/8/8/4PN2/PP1P1PPP/RNBQK2R w KQkq - 0 5,400,,0.0018616607412695885,,0-1
rnb1k2r/pppp1ppp/4pq1n/8/8/2N1PN2/PP1P1PPP/R1BQK2R w KQkq - 2 6,1060,,0.008021808229386806,,0-1
rnb1k2r/p1pp1ppp/4pq1n/1p6/Q7/2N1PN2/PP1P1PPP/R1B1K2R w KQkq - 0 7,1275,,0.009708709083497524,,0-1
rnb1k2r/p1pp1ppp/4pq1n/8/8/2N1PN2/PP1P1PPP/R1BK3R w kq - 0 8,6790,,0.007392541039735079,,0-1
rnb1k2r/p1p2ppp/4pq1n/3pN3/8/2N1P3/PP1P1PPP/R1BK3R w kq - 0 9,11565,,0.007234523538500071,,0-1
rnb1k2r/p1p2ppp/4pqN1/3p4/6n1/2N1P3/PP1P1PPP/R1BK3R w kq - 2 10,14670,,0.012543777003884315,,0-1
rnbk3r/p1p2ppp/4pq2/3pN3/6n1/2N1P3/PP1P1PPP/R1BK3R w - - 4 11,11600,,0.004809121135622263,,0-1
rnbk3r/p1p3pp/4p3/3p4/8/2N1P3/PP1P1PP1/R1BK4 w - - 0 12,5830,,0.004538506735116243,,0-1
rnbk3r/p5pp/2p1p3/1N1p4/8/4P3/PP1P1PP1/R1BK4 w - - 0 13,10605,,0.004996623378247023,,0-1
rn1k3r/p5pp/b1pNp3/3p4/8/4P3/PP1P1PP1/R1BK4 w - - 2 14,13710,,0.011820994317531586,,0-1
rn1k3r/p5pp/2p1p3/3p4/8/4P3/PP1P1PP1/R1BK4 w - - 0 15,2955,,0.006331291981041431,,0-1
rn1k3r/6pp/2p1p3/p2p4/1P6/4P3/P2P1PP1/R1BK4 w - - 0 16,0,,0.006562335416674614,,0-1
rn1k3r/6pp/2p5/p2pp3/1P6/4P3/P2P1PP1/1RBK4 w - - 0 17,8035,,0.005839801859110594,,0-1
rn1k3r/6pp/8/p2pp3/8/4P3/P2P1PP1/1RBK4 w - - 0 18,595,,0.00749746011570096,,0-1
3k3r/6pp/8/p2p4/4p3/4P3/P2P1PP1/2BK4 w - - 0 19,705,,0.011584579944610596,,0-1
3k3r/6pp/8/3p4/p3p3/B3P3/P2P1PP1/3K4 w - - 0 20,5295,,0.008728829212486744,,0-1
7r/3kB1pp/8/3p4/p3p3/4P3/P2P1PP1/3K4 w - - 2 21,16505,,0.007632522378116846,,0-1
2r5/3k2pp/8/3p4/pB2p3/4P3/P2P1PP1/3K4 w - - 4 22,8085,,0.013199816457927227,,0-1
8/3k2pp/3B4/3p4/p3p3/4P3/P1rP1PP1/3K4 w - - 6 23,960,,0.005657700821757317,,0-1
8/3k2pp/3B4/3p4/p3p3/4P3/Pr1P1PP1/4K3 w - - 8 24,1280,,0.005190724041312933,,0-1
8/3k2pp/3B4/3p4/p3p3/4P3/3P1PP1/5K2 w - - 0 25,13625,,0.010279492475092411,,0-1
8/3k2pp/8/8/p2pp3/B3P3/3P1PP1/5K2 w - - 0 26,6430,,0.012043076567351818,,0-1
8/3k2pp/8/8/p7/B3p3/3P1PP1/5K2 w - - 0 27,4190,,0.011999484151601791,,0-1
8/6pp/2k5/8/p7/B7/3P2P1/5K2 w - - 1 28,3595,,0.024123841896653175,,0-1
8/6pp/8/3k4/p2P4/B7/6P1/5K2 w - - 1 29,4555,,0.011983328498899937,,0-1
8/7p/8/3k2p1/p2P2P1/B7/8/5K2 w - - 0 30,5205,,0.008874964900314808,,0-1
8/7p/8/2Bk2p1/3P2P1/p7/8/5K2 w - - 0 31,10835,,0.005989707075059414,,0-1
8/7p/8/3k2p1/1B1P2P1/8/p7/5K2 w - - 0 32,8040,,0.007913281209766865,,0-1
8/7p/8/2Bk2p1/3P2P1/8/8/q4K2 w - - 0 33,1640,,0.005448610056191683,,0-1
8/7p/8/2Bk2p1/3P2P1/8/6K1/5q2 w - - 2 34,4515,0.6870988607406616,0.004723395220935345,0.003245439475132561,0-1
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,16920,0.3737841248512268,0.002761837327852845,0.0010323309485729265,0-1
rnbqkbnr/ppppp1pp/5p2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,16240,0.7077525854110718,0.004618755541741848,0.0032689361760495084,0-1
rnbqkbnr/ppp1p1pp/5p2/3p4/3N4/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,18420,0.66055828332901,0.001630712766200304,0.001077180825443974,0-1
rn1qkbnr/ppp1p1pp/5p2/3p4/3N2b1/4PP2/PPPP2PP/RNBQKB1R b KQkq - 0 4,9630,,0.003064704593271017,,0-1
rn1qkbnr/ppp1p1pp/4Np2/3p1b2/8/4PP2/PPPP2PP/RNBQKB1R b KQkq - 2 5,11870,,0.0031860123854130507,,0-1
rn1qkbnr/ppp1p1pp/5p2/3p4/8/2N1PP2/PPPP2PP/R1BQKB1R b KQkq - 1 6,15600,,0.0019408982479944825,,0-1
rn1qkbnr/p1p1p1pp/5p2/1p1p4/P7/2N1PP2/1PPP2PP/R1BQKB1R b KQkq - 0 7,16560,,0.0024182007182389498,,0-1
rn1qkbnr/p1p3pp/5p2/3pp3/8/2N1PP2/1PPP2PP/R1BQKB1R b KQkq - 0 8,19340,,0.002630536211654544,,0-1
3qk1nr/2p3pp/5p2/3pp3/1b6/2N1PP2/1PPP2PP/2BQKB1R b Kk - 0 9,19765,,0.0025097352918237448,,0-1
3qk2r/2p3pp/5p1n/1B1pp3/1b6/2N1PP2/1PPP2PP/2BQK2R b Kk - 2 10,15960,,0.003304935060441494,,0-1
3qk2r/6pp/2p2p1n/1B1pp3/1b6/2N1PPP1/1PPP3P/2BQK2R b Kk - 0 11,14955,,0.0022877720184624195,,0-1
3qk2r/6pp/2p2p2/1B1pp3/1b6/2N1P1P1/1PPP3P/2BQK2R b Kk - 0 12,19205,,0.002358798636123538,,0-1
3q1rk1/6pp/2p2p2/1B1pp3/1b6/2N1P1P1/1PPP3P/2BQ1RK1 b - - 2 13,19840,,0.002686536405235529,,0-1
3q1r1k/6pp/2p2p2/1B1pp3/1b5P/2N1P1P1/1PPP4/2BQ1RK1 b - - 0 14,17240,,0.00241717672906816,,0-1
3q1r1k/7p/B1p2pp1/3pp3/1b5P/2N1P1P1/1PPP4/2BQ1RK1 b - - 1 15,17520,,0.002551840152591467,,0-1
2Bq1r1k/8/2p2pp1/3pp2p/1b5P/2N1P1P1/1PPP4/2BQ1RK1 b - - 1 16,14360,,0.0020960906986147165,,0-1
2Bq1r1k/8/2p3p1/3ppp1p/1b1P3P/2N1P1P1/1PP5/2BQ1RK1 b - - 0 17,11800,,0.0020621628500521183,,0-1
2Bq1r1k/8/2p3p1/3pp2p/1b1PPp1P/2N3P1/1PP5/2BQ1RK1 b - - 0 18,9240,,0.002530859550461173,,0-1
2Bq1r1k/8/2p3p1/3p3p/1b2P2P/2N2pP1/1PP5/2BQ1RK1 b - - 0 19,18790,,0.0024764814879745245,,0-1
2B2r1k/8/1qp3p1/3p3p/1b2P2P/2N1BpP1/1PP5/3Q1RK1 b - - 2 20,11165,1.531660556793213,0.005245448090136051,0.00803424594236768,0-1
2B2r1k/8/1qp3p1/7p/1b1Q3P/2N2pP1/1PP5/5RK1 b - - 1 21,13050,,0.002554888604208827,,0-1
2B2r1k/8/2p3p1/7p/1b5P/5pP1/1PP5/3R2K1 b - - 1 22,6680,,0.0028579847421497107,,0-1
2B2r1k/8/2p3p1/7p/1b5P/6P1/1PP2p2/3R1K2 b - - 1 23,19515,,0.002780867973342538,,0-1
2BRr2k/8/2p3p1/7p/1b5P/6P1/1PP2p2/5K2 b - - 3 24,19195,,0.0026469340082257986,,0-1
7k/8/2p3p1/7p/1b5P/2P3P1/1P3p2/5K2 b - - 0 25,14680,,0.002308828290551901,,0-1
7k/8/2p5/6pp/7P/6P1/1P3p2/5K2 b - - 0 26,12120,,0.0028688202146440744,,0-1
7k/8/2p5/7p/1P4pP/6P1/5p2/5K2 b - - 0 27,13400,,0.002979259705170989,,0-1
7k/8/8/1Pp4p/6pP/6P1/5p2/5K2 b - - 0 28,10840,,0.003752234624698758,,0-1
7k/8/1P6/7p/2p3pP/6P1/5p2/5K2 b - - 0 29,8280,,0.004040200263261795,,0-1
7k/1P6/8/7p/6pP/2p3P1/5p2/5K2 b - - 0 30,5720,,0.00293338974006474,,0-1
1Q5k/8/8/7p/6pP/6P1/2p2p2/5K2 b - - 0 31,20115,,0.004253599792718887,,0-1
8/6k1/8/7p/5QpP/6P1/2p2p2/5K2 b - - 2 32,17315,,0.0070178392343223095,,0-1
6k1/8/8/7p/4Q1pP/6P1/2p2p2/5K2 b - - 4 33,3161,,0.004686219617724419,,0-1
6k1/8/8/7p/4Q1pP/6P1/4Kp2/2q5 b - - 1 34,4121,1.6206517219543457,0.008199693635106087,0.013288847609232768,0-1
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,16920,0.3737841248512268,0.002761837327852845,0.0010323309485729265,1-0
rnbqkbnr/ppppp1pp/5p2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2,16600,0.7612323760986328,0.00309955095872283,0.002359478541147375,1-0
rnbqkbnr/pppp2pp/4pp2/8/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,16240,1.7815337181091309,0.0024259791243821383,0.004321963609515644,1-0
rnbqkbnr/ppp3pp/4pp2/3p4/3PP3/N4N2/PPP2PPP/R1BQKB1R b KQkq - 1 4,15600,0.8971453905105591,0.002022417262196541,0.0018144023244686114,1-0
rnbqkbnr/p1p3pp/4pp2/1p1p2N1/3PP3/N7/PPP2PPP/R1BQKB1R b KQkq - 1 5,14365,0.514182984828949,0.00532069057226181,0.0027358085597968262,1-0
rnbqkbnr/p1p3pp/4p3/1p1p2B1/3PP3/N7/PPP2PPP/R2QKB1R b KQkq - 1 6,19755,0.3580179214477539,0.004104698542505503,0.001469555640357445,1-0
rnbqkb1r/p1p3pp/4pn2/1p1pP1B1/3P4/N7/PPP2PPP/R2QKB1R b KQkq - 0 7,17240,1.7059022188186646,0.0040012989193201065,0.006825824704624894,1-0
rnbqkb1r/p1p4p/4pnp1/1p1pP1B1/3P4/N2B4/PPP2PPP/R2QK2R b KQkq - 1 8,14325,,0.004017871804535389,,1-0
rnbqkb1r/p1p4p/4p1p1/1p1pP1B1/3P1Pn1/N2B4/PPP3PP/R2QK2R b KQkq - 0 9,9550,,0.0034171671140938997,,1-0
rnbqkb1r/p1p4p/4p1p1/1p1pP1B1/3P1P2/N2Bn3/PPP1Q1PP/R3K2R b KQkq - 2 10,18840,,0.004261634778231382,,1-0
rnb1kb1r/p1pq3p/4p1p1/3pP1B1/3P1P2/N3n3/PPP1Q1PP/R3K2R b KQkq - 0 11,19340,,0.003943593241274357,,1-0
rnb1k2r/p1pq3p/4p1p1/3pP1B1/1b1P1P2/N1P1n3/PP2Q1PP/R3K2R b KQkq - 0 12,18155,1.8537019491195679,0.003935182001441717,0.007294654546212753,1-0
r1b1k2r/p1pq3p/n3p1p1/1Q1pP1B1/1b1P1P2/N1P1n3/PP4PP/R3K2R b KQkq - 2 13,15960,,0.004354364238679409,,1-0
r1b1k2r/pQ1q3p/n1p1p1p1/3pP1B1/1b1P1P2/N1P1n3/PP4PP/R3K2R b KQkq - 1 14,6350,,0.002302424283698201,,1-0
r1b1k2r/pQ1q3p/n1p1p1p1/3pP1B1/1b1P1P2/N1P5/PPn3PP/R2K3R b kq - 3 15,12845,,0.002436937065795064,,1-0
r3k2r/p6p/2p1p1p1/3pP1B1/1b1P1P2/N1P5/PPn3PP/R2K3R b kq - 0 16,3245,,0.0018213115399703383,,1-0
r3k2r/p6p/2p1p1p1/3pP1B1/1b1P1P2/N1P1n3/PP2K1PP/R6R b kq - 2 17,6350,,0.002880906220525503,,1-0
r3k2r/p6p/2p1p1p1/3pP1B1/1b1P1P2/N1P3P1/PPn1K2P/R6R b kq - 0 18,3245,,0.0022274500224739313,,1-0
r3k2r/p3B2p/2p1p1p1/3pP3/1b1P1P2/N1P1n1P1/PP2K2P/R6R b kq - 2 19,6315,,0.003985367715358734,,1-0
r3k2r/p3B2p/2p1p1p1/1N1pP3/1b1P1P2/2P3P1/PP2K2P/R2n3R b kq - 4 20,13395,,0.0025856439024209976,,1-0
r3k2r/p3B2p/4p1p1/3pP3/2PP1P2/6P1/PP2K2P/R2n3R b kq - 0 21,985,,0.006504081655293703,,1-0
r3k2r/p3B2p/4p1p1/3pP3/2PP1P2/6P1/P3K2P/1R6 b kq - 1 22,17920,,0.006445742677897215,,1-0
1r2k2r/pR2B2p/4p1p1/3pP3/2PP1P2/6P1/P3K2P/8 b k - 3 23,18200,,0.007498149760067463,,1-0
4k2r/p3B2p/4p1p1/2PpP3/3P1P2/6P1/P3K2P/8 b k - 0 24,19165,,0.0037668198347091675,,1-0
7r/p3Bk1p/2P1p1p1/3pP3/3P1P2/6P1/P3K2P/8 b - - 0 25,20155,,0.005061166826635599,,1-0
6r1/p1P1Bk1p/4p1p1/3pP3/3P1P2/6P1/P3K2P/8 b - - 0 26,19820,,0.003890356281772256,,1-0
2r5/p1P1Bk1p/4p1p1/3pP3/3P1P1P/6P1/P3K3/8 b - - 0 27,17520,,0.0022363499738276005,,1-0
2r5/p1P1Bk2/4p1p1/3pP2p/P2P1P1P/6P1/4K3/8 b - - 0 28,14680,,0.0023464360274374485,,1-0
2r5/p1P1Bk2/4p3/P2pP1pp/3P1P1P/6P1/4K3/8 b - - 0 29,12120,,0.002964919898658991,,1-0
2r5/p1P1Bk2/P3p3/3pP2p/3P1PpP/6P1/4K3/8 b - - 0 30,16990,,0.003044698154553771,,1-0
2r1k3/p1P1B3/P3p3/3pPP1p/3P2pP/6P1/4K3/8 b - - 0 31,14045,,0.0056157298386096954,,1-0
2r1k3/p1P1B3/P3P3/3p3p/3P2pP/6P1/4K3/8 b - - 0 32,18550,,0.0038310291711241007,,1-0
r1Q1k3/p3B3/P3P3/3p3p/3P2pP/6P1/4K3/8 b - - 0 33,17925,,0.009431314654648304,,1-0
4kB2/p7/P3P3/3p3p/3P2pP/6P1/4K3/8 b - - 1 34,19195,,0.0030284575186669827,,1-0
3k1B2/p3P3/P7/3p3p/3P2pP/6P1/4K3/8 b - - 0 35,18875,,0.006596697494387627,,1-0
2k1QB2/p7/P7/3p3p/3P2pP/6P1/4K3/8 b - - 0 36,18520,,0.0053056092001497746,,1-0
5B2/p1kQ4/P7/3p3p/3P2pP/6P1/4K3/8 b - - 2 37,16030,,0.014032612554728985,,1-0
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,1990,0.64356529712677,0.0051318877376616,0.0033027048567094153,0-1
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,3875,,0.005720803048461676,,0-1
rnbqkbnr/ppp1p1pp/5p2/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,6800,,0.005824565421789885,,0-1
rnbqkbnr/ppp1p1pp/8/3p4/8/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 4,1135,,0.0065921894274652,,0-1
rnbqkbnr/ppp1p2p/6p1/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 5,12465,0.0032633226364851,0.005970796104520559,1.9484634085718995e-05,0-1
rn1qkbnr/ppp1p2p/4b1p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 2 6,11585,0.9418663382530212,0.006276265252381563,0.005911402971165297,0-1
r3kbnr/p3p2p/4b1p1/1p1p4/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 7,400,,0.009323316626250744,,0-1
r3kb1r/p3p2p/4bnp1/1p1p4/8/2N1P3/PPPP1PPP/R1B1KB1R w KQkq - 2 8,4835,,0.007993851788341999,,0-1
r3kb1r/p3p2p/5np1/1p1p1b2/8/2N1P2P/PPPP1PP1/R1B1KB1R w KQkq - 1 9,5805,,0.004178063943982124,,0-1
r3kb1r/p3p2p/5np1/1p1p4/4N1b1/4P2P/PPPP1PP1/R1B1KB1R w KQkq - 3 10,4195,,0.010372850112617016,,0-1
r3kb1r/p3p2p/5np1/1p1p4/8/4P2P/PPPP2P1/R1B1KB1R w KQkq - 0 11,1630,,0.005048509221524,,0-1
2kr1b1r/p3p2p/5np1/1p1p4/8/4P2P/PPPPB1P1/R1B1K2R w KQ - 2 12,1285,,0.006264163181185722,,0-1
2kr1b1r/p3p3/5np1/1p1p3p/8/4P2P/PPPPB1P1/R1B2RK1 w - - 0 13,4555,,0.005529920104891062,,0-1
2kr1b1r/p3p3/5np1/1p1p4/8/4P2P/PPPPB3/R1B2RK1 w - - 0 14,3275,,0.00667897192761302,,0-1
2kr3r/p3p3/5npb/1p1p4/2P5/4P2P/PP1PB3/R1B2RK1 w - - 1 15,2635,,0.007873893715441227,,0-1
2kr3r/p3p3/5npb/1p6/P1Pp4/4P2P/1P1PB3/R1B2RK1 w - - 0 16,3925,,0.0069785644300282,,0-1
2kr3r/p7/4pnpb/1p6/P1Pp2B1/4P2P/1P1P4/R1B2RK1 w - - 0 17,7720,,0.009610810317099094,,0-1
2kr3r/8/4pnpb/p7/2Pp2B1/4P2P/1P1P4/R1B2RK1 w - - 0 18,8355,,0.009020616300404072,,0-1
2kr3r/8/4pnpb/p1P5/6B1/3pP2P/1P1P4/R1B2RK1 w - - 0 19,10915,1.4506876468658447,0.008420144207775593,0.012214999187049047,0-1
2k2r1r/8/2P1pnpb/p7/6B1/3pP2P/1P1P4/R1B2RK1 w - - 1 20,1920,,0.01024206355214119,,0-1
2k2r1r/8/2P1p1pb/p7/8/3pP2P/1P1P4/R1B2R1K w - - 0 21,1835,,0.006657392252236605,,0-1
2k4r/8/2P1p1pb/p7/8/3pP2P/1P1P4/R1B4K w - - 0 22,13475,,0.012143331579864025,,0-1
2k2r2/2P5/4p1pb/p7/8/3pP2P/1P1P4/R1B4K w - - 1 23,75,,0.008325329050421715,,0-1
2k5/2P5/4p1pb/p7/8/R2pP2P/1P1P4/2B2r1K w - - 3 24,2275,,0.005171869415789843,,0-1
2k5/2P5/4p1pb/p7/8/R2pP2P/1P1P3K/2B4r w - - 5 25,4795,,0.009750383906066418,,0-1
2k5/2P5/4p1pb/p7/8/R2pP2P/1P1P2Kr/2B5 w - - 7 26,4440,,0.01154855452477932,,0-1
2k5/2P5/4p1pb/p7/8/R2pP2P/1P1P2r1/2B3K1 w - - 9 27,1920,,0.004762927070260048,,0-1
2k5/2P5/4p1pb/p7/8/R2pP2P/1P1P4/2B3rK w - - 11 28,2275,,0.003915924113243818,,0-1
2k5/2P5/4p1pb/p7/8/R2pP2P/1P1P2rK/2B5 w - - 13 29,4760,,0.010068756528198719,,0-1
2k5/2P5/4p1pb/p7/8/R2pP2P/1P1P3r/2B4K w - - 15 30,2235,,0.007061169017106295,,0-1
2k5/2P5/4p1pb/p7/8/R2pP2P/1P1P4/2B3Kr w - - 17 31,1955,,0.008578555658459663,,0-1
2k5/2P5/4p1pb/p7/8/R2pP2P/1P1P2Kr/2B5 w - - 19 32,4440,,0.011153069324791431,,0-1
2k5/2P5/4p1pb/p7/8/R2pP2P/1P1P1r2/2B3K1 w - - 21 33,5120,1.865403413772583,0.0026157847605645657,0.0048794938220514394,0-1
2k5/2P5/4p1pb/p7/8/1R1pP2P/1P1P2r1/2B3K1 w - - 23 34,1915,0.5244024991989136,0.003974921070039272,0.002084458543247014,0-1
2k5/2P5/4p1pb/p7/8/1R1pP2P/1P1P4/2B2Kr1 w - - 25 35,1635,-0.0,0.003022500080987811,-0.0,0-1
2k5/2P5/4p1pb/p7/8/1R1pP2P/1P1P1K2/2B2r2 w - - 27 36,4200,0.3626389503479004,0.0026020873337984085,0.0009436182194422216,0-1
2k5/2P5/4p1pb/p7/8/1R1pP1KP/1P1P4/2B3r1 w - - 29 37,7080,0.5810636281967163,0.003999643959105015,0.0023240476303726387,0-1
2k5/2P5/4p1pb/p7/7K/1R1pP2P/1P1P2r1/2B5 w - - 31 38,5595,1.4761638641357422,0.0020879735238850117,0.003082191065231221,0-1
2k5/1RP5/4p1p1/p7/5b1K/3pP2P/1P1P2r1/2B5 w - - 33 39,15715,0.6070008873939514,0.004153877031058073,0.0025214070439776026,0-1
1R6/2Pk4/4p1p1/p7/5b1K/3pP2P/1P1P2r1/2B5 w - - 35 40,16036,0.43504104018211365,0.0070671262219548225,0.003074489942697517,0-1
1RQ5/8/3kp1p1/p7/5b1K/3pP2P/1P1P2r1/2B5 w - - 1 41,18120,2.016964912414551,0.013052484020590782,0.02632640228938321,0-1
2Q5/8/3kp1p1/pR6/5b1K/3pP1rP/1P1P4/2B5 w - - 3 42,10565,1.0817921161651611,0.01774943433701992,0.019201198132179353,0-1
2Q5/4k3/4p1p1/p2R4/5b1K/3pP1rP/1P1P4/2B5 w - - 5 43,11275,2.113285541534424,0.016745232045650482,0.03538745677171207,0-1
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,16920,0.3737841248512268,0.002761837327852845,0.0010323309485729265,1-0
rnbqkbnr/ppppp1pp/5p2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,16600,0.7077525854110718,0.004618755541741848,0.0032689361760495084,1-0
rnbqkbnr/pppp2pp/4pp2/8/3N4/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,14360,1.1339826583862305,0.0017819821368902922,0.002020736840787629,1-0
rnbqkbnr/pppp2pp/4p3/5p1Q/3N4/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 4,17240,,0.004330927971750498,,1-0
rnbqkbnr/pppp3p/4p1p1/5pQ1/3N4/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,18775,,0.0045237247832119465,,1-0
rnb1kbnr/pppp3p/4p1p1/1N3p2/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 6,19755,,0.0052231187000870705,,1-0
rnb1kb1r/pppp3p/4pnp1/1N3p2/8/3BP3/PPPP1PPP/RNB1K2R b KQkq - 3 7,19340,,0.004070634488016367,,1-0
rnb1k2r/pppp3p/4pnp1/1N3p2/1b6/2PBP3/PP1P1PPP/RNB1K2R b KQkq - 0 8,14315,1.3572579622268677,0.004740596748888493,0.006434212683135709,1-0
rnb1k2r/pppp3p/4p1p1/1N3p2/1b6/2P1P3/PP1P1PPP/RNB1K2R b KQkq - 0 9,15320,,0.004577175714075565,,1-0
r3k2r/1p1p3p/p3p1p1/5p2/1b6/2P1P3/PP1P1PPP/RNB1K2R b KQkq - 0 10,19205,,0.0038556489162147045,,1-0
r4rk1/1p1p3p/p3p1p1/5p2/8/4P3/PP1P1PPP/RNB1K2R b KQ - 0 11,17925,,0.0017222906462848186,,1-0
2r2rk1/1p1p3p/p3p1p1/5p2/8/2N1P3/PP1P1PPP/R1B1K2R b KQ - 2 12,15600,,0.0022934775333851576,,1-0
2r2rk1/3p3p/p3p1p1/1p3p2/8/1PN1P3/P2P1PPP/R1B1K2R b KQ - 0 13,11800,,0.002573983743786812,,1-0
