fen,n,W,D,L,pW,pD,pL,mean_reward,reward_variance,result_entropy,ci95_low,ci95_high,ci95_width,ci_contains_zero,H_mean,U_mean,HU_mean,H_count,U_count,HU_count,H_fraction,U_fraction,HU_fraction
rnbqkbnr/pp1p2pp/4pp2/1B6/4P3/5N2/PPPP1PPP/R1BQK2R b KQkq - 1 5,48,29,3,16,0.6041666666666666,0.0625,0.3333333333333333,0.2708333333333333,0.8641493055555556,1.2175388265365092,0.007853851710436066,0.5338128149562306,0.5259589632457945,False,,0.031001600010010105,,0,48,0,0.0,1.0,0.0
r1bqkbnr/pp1p2pp/2n1pp2/1B6/3PP3/5N2/PPP2PPP/R1BQK2R b KQkq - 0 6,31,17,2,12,0.5483870967741935,0.06451612903225806,0.3870967741935484,0.16129032258064513,0.9094693028095733,1.2604408810349512,-0.17441734957304678,0.49699799473433703,0.6714153443073838,True,1.33237357934316,0.028127199399375146,0.03281341962867601,6,31,6,0.1935483870967742,1.0,0.1935483870967742
r1bqk1nr/pp1p2pp/2n1pp2/1B6/1b1PP3/2P2N2/PP3PPP/R1BQK2R b KQkq - 0 7,26,16,2,8,0.6153846153846154,0.07692307692307693,0.3076923076923077,0.3076923076923077,0.8284023668639053,1.2389012566026305,-0.04215785689870033,0.6575424722833157,0.6997003291820161,True,1.6062956651051838,0.039947449874419436,0.059566085823219254,9,26,9,0.34615384615384615,1.0,0.34615384615384615
r1bqkbnr/pp1p2pp/2n1pp2/1B6/8/4PN2/PPPP1PPP/R1BQK2R w KQkq - 2 6,39,20,4,15,0.5128205128205128,0.10256410256410256,0.38461538461538464,0.12820512820512814,0.880999342537804,1.3612504026603247,-0.16637509008983303,0.4227853465000893,0.5891604365899223,True,1.4848231077194214,0.0100955447802941,0.017193608117309078,2,39,2,0.05128205128205128,1.0,0.05128205128205128
r1bqk1nr/pp1p2pp/2n1pp2/1B6/1b1P4/4PN2/PPP2PPP/R1BQK2R w KQkq - 1 7,24,15,3,6,0.625,0.125,0.25,0.375,0.734375,1.2987949406953985,0.032152164373704495,0.7178478356262955,0.685695671252591,False,,0.019241385472317536,,0,24,0,0.0,1.0,0.0
r1bqk2r/pp1p2pp/2n1pp1n/1B6/1b1P4/2P1PN2/PP3PPP/R1BQK2R w KQkq - 1 8,14,8,2,4,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.2857142857142857,0.7755102040816326,1.3787834934861753,-0.17557974153078687,0.7470083129593583,0.9225880544901452,True,0.8360947171847025,0.011234007044030088,0.012582384407997879,3,14,3,0.21428571428571427,1.0,0.21428571428571427
rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1,91,46,11,34,0.5054945054945055,0.12087912087912088,0.37362637362637363,0.13186813186813184,0.8617316749184881,1.3966810755157908,-0.05885941512855991,0.3225956788648236,0.3814550939933835,True,0.49974312690588146,0.014680983723847421,0.007312555509476976,91,91,91,1.0,1.0,1.0
rnbqkbnr/pppp1ppp/4p3/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,57,27,9,21,0.47368421052631576,0.15789473684210525,0.3684210526315789,0.10526315789473684,0.8310249307479224,1.4618381992568745,-0.13139293467006677,0.3419192504595404,0.47331218512960715,True,1.213443028165939,0.019762546428593628,0.023518830719516996,47,57,47,0.8245614035087719,1.0,0.8245614035087719
r3kbnr/p3p2p/4b1p1/1p6/3p4/1P2P3/P1PP1PPP/RNB1KB1R w KQkq - 0 8,10,4,3,3,0.4,0.3,0.3,0.10000000000000003,0.69,1.5709505944546684,-0.4148404205459149,0.614840420545915,1.02968084109183,True,,0.016639161249622704,,0,10,0,0.0,1.0,0.0
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,227,118,24,85,0.5198237885462555,0.10572687224669604,0.3744493392070485,0.14537444933920707,0.8731393972326263,1.3640409568340441,0.023818294204723978,0.26693060447369016,0.24311231026896618,False,1.2488171231390826,0.017504385524810935,0.022768176178956226,134,227,134,0.5903083700440529,1.0,0.5903083700440529
rnbqkbnr/pppp2pp/4pp2/8/3N4/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,276,133,39,104,0.48188405797101447,0.14130434782608695,0.37681159420289856,0.10507246376811591,0.8476554295316111,1.4370426410391854,-0.003545891946415747,0.21369081948264756,0.2172367114290633,True,1.6415690268789018,0.01889206206196568,0.032083536030783885,56,276,56,0.2028985507246377,1.0,0.2028985507246377
rnbqkbnr/pp1p2pp/2p1pp2/1N6/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 4,102,48,17,37,0.47058823529411764,0.16666666666666666,0.3627450980392157,0.10784313725490197,0.8217031910803536,1.4732602158524521,-0.06807292370488977,0.2837591982146937,0.35183212191958346,True,1.0294974420381628,0.020299670112994956,0.02035192121491959,23,102,23,0.22549019607843138,1.0,0.22549019607843138
rnbqkbnr/pp1p2pp/4pp2/7Q/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,60,32,10,18,0.5333333333333333,0.16666666666666666,0.3,0.23333333333333334,0.7788888888888889,1.435591746027931,0.010022279995809347,0.4566443866708573,0.446622106675048,False,,0.023203116127600273,,0,60,0,0.0,1.0,0.0
rnbqkbnr/pp1p3p/4ppp1/1Q6/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 6,60,32,10,18,0.5333333333333333,0.16666666666666666,0.3,0.23333333333333334,0.7788888888888889,1.435591746027931,0.010022279995809347,0.4566443866708573,0.446622106675048,False,,0.033677619167913994,,0,60,0,0.0,1.0,0.0
r1bqkbnr/pp1p3p/1Qn1ppp1/8/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 3 7,59,32,10,17,0.5423728813559322,0.1694915254237288,0.288135593220339,0.2542372881355932,0.7658718758977305,1.429996451902021,0.030931414713292693,0.4775431615578937,0.44661174684460103,False,0.5570196062326431,0.029785531809774494,0.016111386555201987,8,59,8,0.13559322033898305,1.0,0.13559322033898305
r1bqkbnr/1p1p3p/4ppp1/1B6/8/4P3/PPPP1PPP/RNB1K2R b KQkq - 1 8,19,12,5,2,0.631578947368421,0.2631578947368421,0.10526315789473684,0.5263157894736842,0.4598337950138504,1.2674438038072338,0.22140574338509122,0.8312258355622771,0.6098200921771859,False,0.03613103926181793,0.030074396121658777,0.0010353761856412291,1,19,1,0.05263157894736842,1.0,0.05263157894736842
r4bnr/1p3k1p/4ppp1/8/8/4P3/PPPP1PPP/RNB1K2R b KQ - 0 9,19,12,5,2,0.631578947368421,0.2631578947368421,0.10526315789473684,0.5263157894736842,0.4598337950138504,1.2674438038072338,0.22140574338509122,0.8312258355622771,0.6098200921771859,False,,0.023120404074066563,,0,19,0,0.0,1.0,0.0
5bnr/1p3k1p/4ppp1/8/1P6/4P3/2PP1PPP/2B1K2R b K - 0 10,16,11,3,2,0.6875,0.1875,0.125,0.5625,0.49609375,1.1994602933016414,0.21738011939429602,0.907619880605704,0.690239761211408,False,,0.016256005212198943,,0,16,0,0.0,1.0,0.0
rnbqkbnr/ppp1p1pp/5p2/3p4/8/2N1PN2/PPPP1PPP/R1BQKB1R b KQkq - 1 3,23,16,3,4,0.6956521739130435,0.13043478260869565,0.17391304347826086,0.5217391304347826,0.5973534971644612,1.1863929342238186,0.20587531410311655,0.8376029467664486,0.6317276326633321,False,0.28245342522859573,0.026397263712209205,0.007837980171144936,10,23,10,0.43478260869565216,1.0,0.43478260869565216
rnbqkbnr/p1p1p1pp/5p2/1p1p2N1/8/2N1P3/PPPP1PPP/R1BQKB1R b KQkq - 1 4,10,5,2,3,0.5,0.2,0.3,0.2,0.76,1.4854752972273344,-0.34032478230482227,0.7403247823048222,1.0806495646096446,True,,0.025566643662750722,,0,10,0,0.0,1.0,0.0
rnbqkbnr/p1p1p1pp/8/1p1p3Q/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 1 5,18,13,2,3,0.7222222222222222,0.1111111111111111,0.16666666666666666,0.5555555555555556,0.5802469135802468,1.1221136771091087,0.20365637299569378,0.9074547381154174,0.7037983651197237,False,,0.032551686072515115,,0,18,0,0.0,1.0,0.0
rnbqkbnr/p1p1p2p/6p1/1p1pQ3/8/2N1P3/PPPP1PPP/R1B1KB1R b KQkq - 1 6,18,13,2,3,0.7222222222222222,0.1111111111111111,0.16666666666666666,0.5555555555555556,0.5802469135802468,1.1221136771091087,0.20365637299569378,0.9074547381154174,0.7037983651197237,False,0.2587670087814331,0.04199847330649694,0.01902233841137857,1,18,1,0.05555555555555555,1.0,0.05555555555555555
rnbqkb1r/pp1pp1pp/2p2p2/8/3P4/2N5/PPP1PPP1/R1BQKB1R b KQkq - 0 5,40,23,4,13,0.575,0.1,0.325,0.24999999999999994,0.8374999999999999,1.3182370617587251,-0.03360279275473166,0.5336027927547315,0.5672055855094632,True,,0.03148230970837176,,0,40,0,0.0,1.0,0.0
rn1qkbnr/pp2p2p/2p1b1p1/1B1pQ3/8/4P3/PPPP1PPP/RNB1K2R w KQkq - 0 7,32,18,3,11,0.5625,0.09375,0.34375,0.21875,0.8583984375,1.31664733333952,-0.10225926044880457,0.5397592604488046,0.6420185208976092,True,0.6433043877283732,0.011118126727524213,0.007956229110835862,30,32,30,0.9375,1.0,0.9375
r3kbnr/pp2p2p/2p1b1p1/1B1p4/8/4P3/PPPP1PPP/RNB1K2R w KQkq - 0 8,29,17,3,9,0.5862068965517241,0.10344827586206896,0.3103448275862069,0.2758620689655172,0.8204518430439953,1.3141506221482602,-0.05380505517410106,0.6055291931051354,0.6593342482792365,True,,0.006905816736277835,,0,29,0,0.0,1.0,0.0
r3kbnr/pp2p2p/2p1b1p1/1B6/3p4/1P2P3/P1PP1PPP/RNB1K2R w KQkq - 0 9,12,6,1,5,0.5,0.08333333333333333,0.4166666666666667,0.08333333333333331,0.9097222222222223,1.3250112108241772,-0.45631627945081826,0.622982946117485,1.0792992255683032,True,1.389078974723816,0.008252288137252132,0.004810170348503118,2,12,2,0.16666666666666666,1.0,0.16666666666666666
rnbqkbnr/pppp2pp/4pp2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,75,53,3,19,0.7066666666666667,0.04,0.25333333333333335,0.4533333333333333,0.7544888888888889,1.041548099169999,0.2567512725262179,0.6499153941404487,0.39316412161423087,False,1.0344624718030293,0.007540712114423514,0.007544791734586304,6,75,6,0.08,1.0,0.08
rnbqk1nr/pppp2pp/4pp2/1N6/1b6/5N2/PPPPPPPP/R1BQKB1R w KQkq - 2 4,45,31,3,11,0.6888888888888889,0.06666666666666667,0.24444444444444444,0.4444444444444444,0.7358024691358025,1.1276592979037443,0.19382056133359438,0.6950683275552945,0.5012477662217001,False,,0.01168741269244088,,0,45,0,0.0,1.0,0.0
rnbqk1nr/pp1p2pp/2p1pp2/1N6/1b6/2P2N2/PP1PPPPP/R1BQKB1R w KQkq - 0 5,41,28,3,10,0.6829268292682927,0.07317073170731707,0.24390243902439024,0.4390243902439025,0.7340868530636526,1.1482811200168639,0.17676570130616587,0.7012830791816391,0.5245173778754733,False,0.17800605297088623,0.012173098398417962,0.0015388054536785711,1,41,1,0.024390243902439025,1.0,0.024390243902439025
rnbq1knr/ppNp2pp/2p1pp2/8/1b6/2P2N2/PP1PPPPP/R1BQKB1R w KQ - 2 6,38,25,3,10,0.6578947368421053,0.07894736842105263,0.2631578947368421,0.3947368421052632,0.7652354570637119,1.1934387451434483,0.11660300001304053,0.6728706841974859,0.5562676841844454,False,,0.007639467023852232,,0,38,0,0.0,1.0,0.0
rnbqNknr/pp1p3p/2p1ppp1/8/1b6/2P2N2/PP1PPPPP/R1BQKB1R w KQ - 0 7,21,14,1,6,0.6666666666666666,0.047619047619047616,0.2857142857142857,0.38095238095238093,0.8072562358276644,1.115520093581932,-0.0033244034523052246,0.7652291653570671,0.7685535688093723,True,,0.013175126165151596,,0,21,0,0.0,1.0,0.0
rnbqkbnr/pp1pp1pp/2p2p2/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 0 3,51,29,7,15,0.5686274509803921,0.13725490196078433,0.29411764705882354,0.2745098039215686,0.7873894655901577,1.3756352979081505,0.030976812722810054,0.5180427951203271,0.4870659823975171,False,,0.020420310306636727,,0,51,0,0.0,1.0,0.0
rnbqkbnr/ppp1pppp/3p4/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,90,60,10,20,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.4444444444444444,0.691358024691358,1.224394445405986,0.27266217326606246,0.6162267156228264,0.3435645423567639,False,1.1935481597215702,0.00963683552108705,0.011961666457058597,78,90,78,0.8666666666666667,1.0,0.8666666666666667
rnbqkbnr/ppp1p1pp/3p1p2/6N1/8/8/PPPPPPPP/RNBQKB1R w KQkq - 0 3,45,28,2,15,0.6222222222222222,0.044444444444444446,0.3333333333333333,0.2888888888888889,0.8720987654320986,1.1538687240687704,0.016038441655912283,0.5617393361218656,0.5457008944659533,False,1.1613494157791138,0.00948046353749103,0.008608581538200063,9,45,9,0.2,1.0,0.2
rnb1kbnr/pppqpNpp/3p1p2/8/8/8/PPPPPPPP/RNBQKB1R w KQkq - 2 4,31,19,2,10,0.6129032258064516,0.06451612903225806,0.3225806451612903,0.2903225806451613,0.8511966701352758,1.2145219973448833,-0.03445212819838023,0.6150972894887028,0.6495494176870831,True,,0.02252627061980386,,0,31,0,0.0,1.0,0.0
r1b1kbnr/ppp1p1pp/2n2p2/8/8/8/PPPPPPPP/RNBQKB1R w KQkq - 1 5,31,19,2,10,0.6129032258064516,0.06451612903225806,0.3225806451612903,0.2903225806451613,0.8511966701352758,1.2145219973448833,-0.03445212819838023,0.6150972894887028,0.6495494176870831,True,,0.012424879692374699,,0,31,0,0.0,1.0,0.0
r1b1kbnr/ppp3pp/2n2p2/4p3/8/2P5/PP1PPPPP/RNBQKB1R w KQkq - 0 6,20,13,1,6,0.65,0.05,0.3,0.35000000000000003,0.8274999999999999,1.1411535278793057,-0.04867324804433443,0.7486732480443345,0.7973464960886689,True,,0.017542512132786216,,0,20,0,0.0,1.0,0.0
rnbqkbnr/ppp2pp1/4p2p/3p4/3PP3/7N/PPP2PPP/RNBQKB1R w KQkq - 0 4,18,9,1,8,0.5,0.05555555555555555,0.4444444444444444,0.05555555555555558,0.941358024691358,1.2516291673878228,-0.3926624027949311,0.5037735139060422,0.8964359167009732,True,1.4363541392719044,0.01928195052055849,0.02778044426662504,17,18,17,0.9444444444444444,1.0,0.9444444444444444
r3kbnr/p3p2p/4b1p1/1p6/2Bp4/1P2P3/P1PP1PPP/RNB1K2R b KQkq - 1 8,10,7,3,0,0.7,0.3,0.0,0.7,0.21000000000000002,0.8812908992306927,0.4159742349106746,0.9840257650893254,0.5680515301786508,False,,0.033782338909804824,,0,10,0,0.0,1.0,0.0
rn1qkbnr/ppp1p2p/4b1p1/1B1pQ3/8/4P3/PPPP1PPP/RNB1K2R b KQkq - 3 6,19,14,1,4,0.7368421052631579,0.05263157894736842,0.21052631578947367,0.5263157894736842,0.6703601108033241,1.0214554656116666,0.15816530817797952,0.8944662707693889,0.7363009625914094,False,,0.03041269041989979,,0,19,0,0.0,1.0,0.0
rn1qkbnr/ppQ1p2p/2p1b1p1/1B1p4/8/4P3/PPPP1PPP/RNB1K2R b KQkq - 1 7,16,11,1,4,0.6875,0.0625,0.25,0.4375,0.74609375,1.1216407621868583,0.014261856559878217,0.8607381434401218,0.8464762868802436,False,,0.06247808923944831,,0,16,0,0.0,1.0,0.0
r3kbnr/pp2p2p/2p1b1p1/1B1p4/8/1P2P3/P1PP1PPP/RNB1K2R b KQkq - 0 8,11,7,1,3,0.6363636363636364,0.09090909090909091,0.2727272727272727,0.36363636363636365,0.7768595041322314,1.2406705316766884,-0.15722601520270474,0.884498742475432,1.0417247576781368,True,,0.018921914510428905,,0,11,0,0.0,1.0,0.0
rnbqkbnr/pp1p3p/2p1p1p1/5p2/3N4/2NBP1P1/PPPP1P1P/R1BQK2R b KQkq - 0 6,11,6,4,1,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.4545454545454545,0.42975206611570255,1.3221793455166666,0.06714445662449703,0.841946452466412,0.774801995841915,False,1.738586664199829,0.026849381794983692,0.039694744704817264,3,11,3,0.2727272727272727,1.0,0.2727272727272727
rnbqkbnr/p1p1p1pp/5p2/1p1pN3/8/2N1P3/PPPP1PPP/R1BQKB1R b KQkq - 1 4,11,10,1,0,0.9090909090909091,0.09090909090909091,0.0,0.9090909090909091,0.08264462809917361,0.4394969869215134,0.7392043331338483,1.0789774850479699,0.3397731519141216,False,,0.032005666331811386,,0,11,0,0.0,1.0,0.0
rn1qkbnr/ppp1p1pp/5p2/3p4/3P4/5NPb/PPP1PP1P/RNBQKB1R w KQkq - 1 4,11,7,0,4,0.6363636363636364,0.0,0.36363636363636365,0.2727272727272727,0.9256198347107438,0.9456603046006401,-0.295821955864798,0.8412765013193434,1.1370984571841414,True,0.06776531785726547,0.022293382070281288,0.001434223056279882,1,11,1,0.09090909090909091,1.0,0.09090909090909091
rnbqkbnr/pp1p2pp/2p1pp2/8/3N4/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 4,49,29,6,14,0.5918367346938775,0.12244897959183673,0.2857142857142857,0.30612244897959184,0.7838400666389005,1.3352365222410656,0.05822972456760461,0.554015173391579,0.4957854488239744,False,0.6258111869295439,0.009322051224964005,0.005589436484189982,36,49,36,0.7346938775510204,1.0,0.7346938775510204
rnbqkbnr/pp1p2pp/4pp2/8/8/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 5,25,16,4,5,0.64,0.16,0.2,0.44,0.6464000000000001,1.2994705707972523,0.12484169173593518,0.7551583082640648,0.6303166165281296,False,,0.007560618240386247,,0,25,0,0.0,1.0,0.0
rnbqkbnr/pp1p3p/4ppp1/7Q/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 6,25,16,4,5,0.64,0.16,0.2,0.44,0.6464000000000001,1.2994705707972523,0.12484169173593518,0.7551583082640648,0.6303166165281296,False,0.2341058353583018,0.013153393380343914,0.0036593870321244837,21,25,21,0.84,1.0,0.84
r1bqkbnr/pp1p3p/2n1ppp1/1Q6/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 2 7,25,16,4,5,0.64,0.16,0.2,0.44,0.6464000000000001,1.2994705707972523,0.12484169173593518,0.7551583082640648,0.6303166165281296,False,0.16820530518889426,0.015480927154421807,0.003272415617550986,10,25,10,0.4,1.0,0.4
r1bqkbnr/1p1p3p/4ppp1/8/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 8,13,7,2,4,0.5384615384615384,0.15384615384615385,0.3076923076923077,0.23076923076923073,0.7928994082840237,1.419556298571613,-0.2532754608956081,0.7148139224340695,0.9680893833296775,True,,0.009679366941921987,,0,13,0,0.0,1.0,0.0
r1bq1bnr/1p1p1k1p/4ppp1/1B6/8/4P3/PPPP1PPP/RNB1K2R w KQ - 2 9,13,7,2,4,0.5384615384615384,0.15384615384615385,0.3076923076923077,0.23076923076923073,0.7928994082840237,1.419556298571613,-0.2532754608956081,0.7148139224340695,0.9680893833296775,True,,0.012802578007372526,,0,13,0,0.0,1.0,0.0
5bnr/1p3k1p/4ppp1/8/8/4P3/1PPP1PPP/2B1K2R w K - 0 10,13,7,2,4,0.5384615384615384,0.15384615384615385,0.3076923076923077,0.23076923076923073,0.7928994082840237,1.419556298571613,-0.2532754608956081,0.7148139224340695,0.9680893833296775,True,,0.012157836570762671,,0,13,0,0.0,1.0,0.0
r1bq1k1r/ppNp2pp/2pbp2n/4PpN1/3P2PP/8/PP3P2/R3KB1R w KQ - 0 11,15,9,2,4,0.6,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.7555555555555555,1.3382689280764646,-0.10654813201942431,0.7732147986860909,0.8797629307055153,True,0.19052979070693254,0.015186008003850778,0.003155850370377633,8,15,8,0.5333333333333333,1.0,0.5333333333333333
r1bq1k2/ppNp2p1/2p1p3/4Pp2/1b1P2PP/8/PP3P2/R3KB1R w KQ - 1 12,15,9,2,4,0.6,0.13333333333333333,0.26666666666666666,0.3333333333333333,0.7555555555555555,1.3382689280764646,-0.10654813201942431,0.7732147986860909,0.8797629307055153,True,,0.03457623062034448,,0,15,0,0.0,1.0,0.0
rnbqk2r/pp1p2pp/2pbp2n/5p2/3PP1PN/2N5/PPP2P1P/R1BQKB1R w KQkq - 2 7,39,23,3,13,0.5897435897435898,0.07692307692307693,0.3333333333333333,0.25641025641025644,0.8573307034845496,1.2622604540594544,-0.03418597387361266,0.5470064866941255,0.5811924605677382,True,0.8813265037536621,0.009916974948002743,0.009164999534631468,25,39,25,0.6410256410256411,1.0,0.6410256410256411
rnbqk2r/pp1p2pp/2p1p2n/5pP1/3PP2N/2N3b1/PPP2P1P/R1BQKB1R w KQkq - 1 8,29,17,3,9,0.5862068965517241,0.10344827586206896,0.3103448275862069,0.2758620689655172,0.8204518430439953,1.3141506221482602,-0.05380505517410106,0.6055291931051354,0.6593342482792365,True,0.004367210019457464,0.017066448670009088,8.247239577311288e-05,24,29,24,0.8275862068965517,1.0,0.8275862068965517
rnbqk2r/pp1p3p/2p1p1pn/5pP1/3PP3/2N5/PPP2P2/R1BQKB1R w KQkq - 0 9,30,18,3,9,0.6,0.1,0.3,0.3,0.8099999999999999,1.295461844238322,-0.022054945869088294,0.6220549458690883,0.6441098917381766,True,1.659800554576673,0.029724084585905076,0.050456529933767126,19,30,19,0.6333333333333333,1.0,0.6333333333333333
rnbqkbnr/pppp1pp1/7p/4p3/3P4/5N2/PPP1PPPP/RNBQKB1R w KQkq - 0 3,13,7,1,5,0.5384615384615384,0.07692307692307693,0.38461538461538464,0.1538461538461538,0.8994082840236687,1.2957378005380122,-0.3616849305011575,0.6693772381934651,1.0310621686946226,True,1.3235289133512056,0.016735333806047074,0.02177809535751035,13,13,13,1.0,1.0,1.0
rnbqkbnr/ppp1p1pp/5p2/3p4/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,53,25,5,23,0.4716981132075472,0.09433962264150944,0.4339622641509434,0.037735849056603765,0.9042363830544679,1.3553172430893081,-0.21827074098523802,0.29374243909844555,0.5120131800836836,True,1.7333840692744535,0.026411080276066402,0.05234537591096922,17,53,17,0.32075471698113206,1.0,0.32075471698113206
rnbqkb1r/ppppp1pp/5p2/8/4P3/2N5/PPPP1P1P/R1BQKB1R b KQkq - 0 4,63,40,4,19,0.6349206349206349,0.06349206349206349,0.30158730158730157,0.3333333333333333,0.8253968253968254,1.1901728353900336,0.10899204303740079,0.5576746236292658,0.448682580591865,False,,0.02640503491201098,,0,63,0,0.0,1.0,0.0
rnbqkbnr/ppp1ppp1/7p/3p4/3P4/7N/PPP1PPPP/RNBQKB1R w KQkq - 0 3,26,14,3,9,0.5384615384615384,0.11538461538461539,0.34615384615384615,0.1923076923076923,0.8476331360946745,1.3701635095276021,-0.16157993584584324,0.5461953204612278,0.7077752563070709,True,0.46688462048768997,0.019222719702296533,0.01000169825794274,4,26,4,0.15384615384615385,1.0,0.15384615384615385
rnbqkbnr/ppp2pp1/7p/3pp3/3PP3/7N/PPP2PPP/RNBQKB1R w KQkq - 0 4,12,6,1,5,0.5,0.08333333333333333,0.4166666666666667,0.08333333333333331,0.9097222222222223,1.3250112108241772,-0.45631627945081826,0.622982946117485,1.0792992255683032,True,1.7436566027727993,0.01565232496553411,0.027230549702243503,11,12,11,0.9166666666666666,1.0,0.9166666666666666
rnbqkb1r/ppppp1pp/5p1n/4N3/8/2N5/PPPPPPPP/R1BQKB1R b KQkq - 3 3,13,11,1,1,0.8461538461538461,0.07692307692307693,0.07692307692307693,0.7692307692307692,0.33136094674556227,0.7732283485249176,0.4563152692447756,1.0821462692167627,0.6258309999719871,False,,0.01609665506447737,,0,13,0,0.0,1.0,0.0
rnbqkbnr/pppp1ppp/4p3/8/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2,50,22,8,20,0.44,0.16,0.4,0.03999999999999998,0.8384,1.4729350396193688,-0.2137983087126451,0.29379830871264506,0.5075966174252902,True,1.3505732452869414,0.007006405694410205,0.009894253769443546,50,50,50,1.0,1.0,1.0
rnbqk2r/pp1p2pp/2p1pp1n/8/1b1PP1P1/2N2N2/PPP2P1P/R1BQKB1R w KQkq - 1 6,48,35,5,8,0.7291666666666666,0.10416666666666667,0.16666666666666666,0.5625,0.5794270833333333,1.1029927909813513,0.3471589294369326,0.7778410705630674,0.4306821411261348,False,1.1143091917037964,0.017574871482793242,0.024421638381304955,1,48,1,0.020833333333333332,1.0,0.020833333333333332
rnbqk2r/pp1p2pp/2p1p2n/5pN1/1b1PP1P1/2N5/PPP2P1P/R1BQKB1R w KQkq - 0 7,36,26,3,7,0.7222222222222222,0.08333333333333333,0.19444444444444445,0.5277777777777778,0.6381172839506173,1.0972082062135597,0.266833910406658,0.7887216451488976,0.5218877347422397,False,0.5975582599639893,0.017213780355329316,0.012139355692748321,2,36,2,0.05555555555555555,1.0,0.05555555555555555
rnbqkr2/pp1p2pp/2p1p2n/5pN1/1b1PP1P1/2N5/PPP2P1P/R1BQKBR1 w Qq - 2 8,12,11,0,1,0.9166666666666666,0.0,0.08333333333333333,0.8333333333333333,0.3055555555555557,0.41381685030363374,0.5205795584958712,1.1460871081707953,0.6255075496749241,False,1.211792230606079,0.03127111789459983,0.06209661380462972,1,12,1,0.08333333333333333,1.0,0.08333333333333333
rnbqkbnr/pppp2pp/4pp2/8/8/3BPN2/PPPP1PPP/RNBQK2R b KQkq - 1 3,25,13,5,7,0.52,0.2,0.28,0.24,0.7424000000000001,1.469182539187755,-0.09775133032947891,0.5777513303294789,0.6755026606589578,True,1.0952521935105324,0.03160706341266632,0.034931636490246346,8,25,8,0.32,1.0,0.32
rnbqkbnr/pppp3p/4ppp1/8/7N/3BP3/PPPP1PPP/RNBQK2R b KQkq - 1 4,17,9,3,5,0.5294117647058824,0.17647058823529413,0.29411764705882354,0.23529411764705882,0.7681660899653979,1.4466479595102752,-0.18133651309660648,0.6519247483907241,0.8332612614873306,True,1.1094618638356526,0.03275241144001484,0.03794782212906034,3,17,3,0.17647058823529413,1.0,0.17647058823529413
rnbqkbnr/pppp3p/4p1p1/5p2/7N/3BP1P1/PPPP1P1P/RNBQK2R b KQkq - 0 5,15,8,2,5,0.5333333333333333,0.13333333333333333,0.3333333333333333,0.2,0.8266666666666667,1.3995812306460644,-0.26011635908325603,0.660116359083256,0.9202327181665121,True,2.066362420717875,0.024567554394404095,0.056805116255032186,6,15,6,0.4,1.0,0.4
rnbqkbnr/pppp1pp1/4p2p/8/8/4P2N/PPPP1PPP/RNBQKB1R w KQkq - 0 3,19,9,2,8,0.47368421052631576,0.10526315789473684,0.42105263157894735,0.05263157894736842,0.89196675900277,1.3779630390761746,-0.3720325963684824,0.47729575426321924,0.8493283506317016,True,0.7264481484889984,0.011490974942908475,0.008083835608840522,12,19,12,0.631578947368421,1.0,0.631578947368421
rnbqkb1r/ppppp1pp/5p2/8/6n1/2N2N1P/PPPPPPP1/R1BQKB1R w KQkq - 1 4,120,74,11,35,0.6166666666666667,0.09166666666666666,0.2916666666666667,0.325,0.8027083333333335,1.2645722418199652,0.16469895489194888,0.48530104510805117,0.3206020902161023,False,0.009749321267008781,0.01668378181445102,0.00013281249401202525,3,120,3,0.025,1.0,0.025
rnbqkb1r/pp1pp1pp/2p2p2/8/8/2N5/PPPPPPP1/R1BQKB1R w KQkq - 0 5,111,68,11,32,0.6126126126126126,0.0990990990990991,0.2882882882882883,0.3243243243243243,0.7957146335524713,1.280891352746202,0.15837890298585225,0.49026974566279635,0.33189084267694413,False,,0.011533787734135314,,0,111,0,0.0,1.0,0.0
