fen,n,W,D,L,pW,pD,pL,mean_reward,reward_variance,result_entropy,ci95_low,ci95_high,ci95_width,ci_contains_zero,H_mean,U_mean,HU_mean,H_count,U_count,HU_count,H_fraction,U_fraction,HU_fraction
rnbqkbnr/pppppppp/8/8/3P4/8/PPP1PPPP/RNBQKBNR b KQkq - 0 1,63,26,5,32,0.4126984126984127,0.07936507936507936,0.5079365079365079,-0.09523809523809523,0.91156462585034,1.3134533656252305,-0.33099886895227776,0.1405226784760873,0.47152154742836505,True,2.1195959477197555,0.01257939910930064,0.02674867280288009,63,63,63,1.0,1.0,1.0
rnbqkb1r/pppppppp/5n2/6B1/3P4/8/PPP1PPPP/RN1QKBNR b KQkq - 2 2,14,5,2,7,0.35714285714285715,0.14285714285714285,0.5,-0.14285714285714285,0.8367346938775511,1.4315602842833155,-0.6220142800989517,0.3362999943846659,0.9583142744836175,True,0.4425191581249237,0.023833206189530238,0.010412524208173235,2,14,2,0.14285714285714285,1.0,0.14285714285714285
rnbqkb1r/ppp1pppp/5n2/3p2B1/3P4/5N2/PPP1PPPP/RN1QKB1R b KQkq - 1 3,12,4,2,6,0.3333333333333333,0.16666666666666666,0.5,-0.16666666666666669,0.8055555555555555,1.4591479170272448,-0.6744813059502053,0.34114797261687196,1.0156292785670773,True,0.18154294256653106,0.028377695474773645,0.005518979722520551,7,12,7,0.5833333333333334,1.0,0.5833333333333334
rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1,3000,1732,299,969,0.5773333333333334,0.09966666666666667,0.323,0.25433333333333336,0.835647888888889,1.3157331102535317,0.22162193392493829,0.2870447327417284,0.06542279881679014,False,0.7507431358098984,0.00737594123929739,0.005377549614484325,3000,3000,3000,1.0,1.0,1.0
rnbqkbnr/ppppp1pp/5p2/8/8/5N2/PPPPPPPP/RNBQKB1R w KQkq - 0 2,2351,1373,231,747,0.584006805614632,0.09825606125053168,0.31773713313483626,0.26626967247979577,0.8308444002669706,1.3076166269313547,0.22942441251820034,0.3031149324413912,0.07369051992319087,False,1.2082847226504705,0.007911046812020048,0.009363208934664627,1990,2351,1990,0.8464483198638877,1.0,0.8464483198638877
rnbqkb1r/ppppp1pp/5p1n/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 2 3,1031,614,103,314,0.5955383123181377,0.09990300678952474,0.30455868089233756,0.29097963142580013,0.8154278473057808,1.2996960232758363,0.23585933711877446,0.3460999257328258,0.11024058861405131,False,0.6535850644901099,0.014338777765494371,0.009366927510075654,151,1031,151,0.14645974781765275,1.0,0.14645974781765275
rnbqkb1r/pp1pp1pp/2p2p1n/8/6P1/2N2N2/PPPPPP1P/R1BQKB1R w KQkq - 0 4,421,242,48,131,0.5748218527315915,0.11401425178147269,0.31116389548693585,0.2636579572446556,0.8164702298001028,1.3404281649750105,0.1773447568315228,0.34997115765778847,0.17262640082626568,False,0.29301455191203524,0.013596278763511119,0.003440832866281924,14,421,14,0.0332541567695962,1.0,0.0332541567695962
rnbqkb1r/pp1p2pp/2p1pp1n/8/3P2P1/2N2N2/PPP1PP1P/R1BQKB1R w KQkq - 0 5,355,210,38,107,0.5915492957746479,0.10704225352112676,0.30140845070422534,0.29014084507042254,0.8087760365006942,1.314633603784538,0.19658992740821465,0.3836917627326304,0.18710183532441574,False,0.8660803325474262,0.014233812377591368,0.011171845187849838,64,355,64,0.18028169014084508,1.0,0.18028169014084508
rnbqk2r/pp1p2pp/2pbpp1n/8/3PP1P1/2N2N2/PPP2P1P/R1BQKB1R w KQkq - 1 6,67,43,5,19,0.6417910447761194,0.07462686567164178,0.2835820895522388,0.3582089552238806,0.7970594787257741,1.2056466877405314,0.1444343785563361,0.571983531891425,0.4275491533350889,False,1.306381992995739,0.013366701672159469,0.014993667046212085,16,67,16,0.23880597014925373,1.0,0.23880597014925373
r1bqk2r/pp1p2pp/n1pbpp1n/4P3/3P2P1/2N2N2/PPP2P1P/R1BQKB1R w KQkq - 1 7,12,6,1,5,0.5,0.08333333333333333,0.4166666666666667,0.08333333333333331,0.9097222222222223,1.3250112108241772,-0.45631627945081826,0.622982946117485,1.0792992255683032,True,1.4729712009429932,0.013292308586339155,0.012796233180639494,3,12,3,0.25,1.0,0.25
rnbqkbnr/pppppppp/8/8/8/5N2/PPPPPPPP/RNBQKB1R b KQkq - 1 1,2639,1440,299,900,0.5456612353164078,0.11330049261083744,0.34103827207275483,0.20462296324365292,0.8448289503025492,1.3621196931529838,0.16955481855466475,0.2396911079326411,0.07013628937797634,False,0.8398163601411658,0.014827783028946292,0.012518553942087876,2639,2639,2639,1.0,1.0,1.0
rnbqkbnr/ppp1pppp/3p4/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2,21,16,2,3,0.7619047619047619,0.09523809523809523,0.14285714285714285,0.6190476190476191,0.5215419501133786,1.0230370655328809,0.31017239962621324,0.9279228384690249,0.6177504388428117,False,1.347862683236599,0.027098279180271283,0.03894372920343889,8,21,8,0.38095238095238093,1.0,0.38095238095238093
rnbqkbnr/pp2pppp/2pp4/6N1/8/2N5/PPPPPPPP/R1BQKB1R b KQkq - 1 3,14,10,2,2,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.5306122448979593,1.1488348542809166,0.18985990240446649,0.9529972404526763,0.7631373380482098,False,0.6057851910591125,0.018890342276011194,0.014092738829550533,3,14,3,0.21428571428571427,1.0,0.21428571428571427
rnbqkb2/pp2p1p1/2pp1p2/8/8/2N5/PPPPPPPP/R1BQKB1R b KQq - 0 4,31,22,6,3,0.7096774193548387,0.1935483870967742,0.0967741935483871,0.6129032258064516,0.43080124869927167,1.1357395969510384,0.3818533598871,0.8439530917258032,0.46209973183870323,False,,0.029588391103090778,,0,31,0,0.0,1.0,0.0
rnbqkb2/pp4p1/2pp1p2/4p3/8/2N1P3/PPPP1PPP/R1BQKB1R b KQq - 0 5,11,7,2,2,0.6363636363636364,0.18181818181818182,0.18181818181818182,0.45454545454545453,0.6115702479338843,1.3092966682370037,-0.0075959959965464785,0.9166869050874555,0.924282901084002,True,,0.03668783977627754,,0,11,0,0.0,1.0,0.0
rnbqkbnr/ppp1p1pp/5p2/3p4/8/4PN2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,173,94,26,53,0.5433526011560693,0.15028901734104047,0.3063583815028902,0.23699421965317913,0.7935447225099402,1.4119544194216043,0.10425149021355445,0.3697369490928038,0.26548545887924935,False,0.9871872883398556,0.013959189080175637,0.013128749189606931,103,173,103,0.5953757225433526,1.0,0.5953757225433526
rnbqkbnr/ppp1p1pp/8/3p4/8/4P3/PPPP1PPP/RNBQKB1R w KQkq - 0 4,151,81,24,46,0.5364238410596026,0.15894039735099338,0.304635761589404,0.23178807947019864,0.7873338888645235,1.4261477841622647,0.09026114822991632,0.37331501071048095,0.28305386248056463,False,0.13798333406448365,0.010618220493567502,0.0012907746225214456,15,151,15,0.09933774834437085,1.0,0.09933774834437085
rnbqkbnr/ppp1p2p/6p1/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 5,151,81,24,46,0.5364238410596026,0.15894039735099338,0.304635761589404,0.23178807947019864,0.7873338888645235,1.4261477841622647,0.09026114822991632,0.37331501071048095,0.28305386248056463,False,0.05197387825669223,0.01140527483939335,0.000534305498766645,131,151,131,0.8675496688741722,1.0,0.8675496688741722
rn1qkbnr/ppp1p2p/4b1p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 2 6,149,79,24,46,0.5302013422818792,0.1610738255033557,0.3087248322147651,0.2214765100671141,0.7898743299851358,1.433117318435843,0.07877322959985977,0.36417979053436844,0.28540656093450867,False,1.3705998902418175,0.012426514103508635,0.017099144306115113,98,149,98,0.6577181208053692,1.0,0.6577181208053692
r3kbnr/p3p2p/4b1p1/1p1p4/8/4P3/PPPP1PPP/RNB1KB1R w KQkq - 0 7,86,45,14,27,0.5232558139534884,0.16279069767441862,0.313953488372093,0.2093023255813954,0.793401838831801,1.4400052104921506,0.02104778203897603,0.3975568691238147,0.37650908708483866,False,,0.01408846093731564,,0,86,0,0.0,1.0,0.0
r3kb1r/p3p2p/4bnp1/1p1p4/8/1P2P3/P1PP1PPP/RNB1KB1R w KQkq - 1 8,38,22,8,8,0.5789473684210527,0.21052631578947367,0.21052631578947367,0.368421052631579,0.6537396121883656,1.402993418443045,0.11134673408791684,0.6254953711752411,0.5141486370873243,False,,0.01822093604622703,,0,38,0,0.0,1.0,0.0
r3kb1r/p3p2p/4bnp1/3p4/1p6/BP2P3/P1PP1PPP/RN2KB1R w KQkq - 0 9,36,20,8,8,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.33333333333333337,0.6666666666666666,1.4355205042826666,0.06661601798026062,0.6000506486864061,0.5334346307061455,False,,0.024172885343432426,,0,36,0,0.0,1.0,0.0
r2k1b1r/p3p2p/4bnp1/1B1p4/1p6/BP2P3/P1PP1PPP/RN2K2R w KQ - 2 10,36,20,8,8,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.33333333333333337,0.6666666666666666,1.4355205042826666,0.06661601798026062,0.6000506486864061,0.5334346307061455,False,,0.017594420506308477,,0,36,0,0.0,1.0,0.0
r2k1b1r/p3p2p/4b1p1/1B1p4/1p2n3/BP2PP2/P1PP2PP/RN2K2R w KQ - 1 11,36,20,8,8,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.33333333333333337,0.6666666666666666,1.4355205042826666,0.06661601798026062,0.6000506486864061,0.5334346307061455,False,,0.01943032991968923,,0,36,0,0.0,1.0,0.0
rnbqkbnr/pp1pp1pp/2p2p2/8/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,597,355,48,194,0.5946398659966499,0.08040201005025126,0.3249581239530988,0.26968174204355105,0.8468697479581042,1.2652956764941283,0.1958625589149315,0.34350092517217057,0.14763836625723906,False,1.798621756929747,0.006659898376544716,0.012624436992451417,71,597,71,0.11892797319932999,1.0,0.11892797319932999
rnbqkbnr/pp1pp1pp/5p2/8/8/5N2/PPPPPPPP/R1BQKB1R w KQkq - 0 4,193,106,17,70,0.5492227979274611,0.08808290155440414,0.3626943005181347,0.18652849740932637,0.8771242180998147,1.3142381374178083,0.05439893772919993,0.31865805708945283,0.2642591193602529,False,,0.006203777202612532,,0,193,0,0.0,1.0,0.0
rnbqkbnr/pp1p2pp/4pp2/8/4P3/5N2/PPPP1PPP/R1BQKB1R w KQkq - 0 5,75,41,4,30,0.5466666666666666,0.05333333333333334,0.4,0.1466666666666666,0.9251555555555555,1.230600689727921,-0.07101649665112614,0.36434982998445936,0.4353663266355855,True,,0.0076238278734187285,,0,75,0,0.0,1.0,0.0
r1bqkbnr/pp1p2pp/2n1pp2/1B6/4P3/5N2/PPPP1PPP/R1BQK2R w KQkq - 2 6,74,41,4,29,0.5540540540540541,0.05405405405405406,0.3918918918918919,0.16216216216216217,0.9196493791088386,1.2291684866013683,-0.05633377815894394,0.38065810248326826,0.43699188064221217,True,0.7625642418861389,0.00934565079247428,0.006236533285108592,1,74,1,0.013513513513513514,1.0,0.013513513513513514
rnbqkbnr/ppppppp1/7p/8/8/7N/PPPPPPPP/RNBQKB1R w KQkq - 0 2,120,67,12,41,0.5583333333333333,0.1,0.3416666666666667,0.21666666666666667,0.8530555555555556,1.3309976126196346,0.05141489440105637,0.38191843893227695,0.33050354453122055,False,,0.010811743652448058,,0,120,0,0.0,1.0,0.0
rnbqkbnr/pppp1pp1/4p2p/8/3P4/7N/PPP1PPPP/RNBQKB1R w KQkq - 0 3,41,23,2,16,0.5609756097560976,0.04878048780487805,0.3902439024390244,0.1707317073170732,0.9220701963117193,1.2101879804885398,-0.12319439460024989,0.4646578092343963,0.5878522038346462,True,1.0732671926761497,0.02154017314769146,0.02340122300501452,29,41,29,0.7073170731707317,1.0,0.7073170731707317
rnbqkbnr/pppp2p1/4pp1p/6B1/3P4/7N/PPP1PPPP/RN1QKB1R w KQkq - 0 4,23,11,2,10,0.4782608695652174,0.08695652173913043,0.43478260869565216,0.043478260869565244,0.9111531190926276,1.337778097192496,-0.3466252474871684,0.4335817692262989,0.7802070167134673,True,0.6848010321458181,0.015417334218711956,0.008916388071837802,6,23,6,0.2608695652173913,1.0,0.2608695652173913
rnbqkbnr/ppppp1pp/5p2/8/8/2N2N2/PPPPPPPP/R1BQKB1R b KQkq - 1 2,1252,700,131,421,0.5591054313099042,0.10463258785942492,0.33626198083067094,0.22284345047923326,0.8457082087190847,1.3384469894286335,0.17190377198455037,0.27378312897391616,0.10187935698936579,False,1.088612440503091,0.017402798014755447,0.01920744791486871,293,1252,293,0.2340255591054313,1.0,0.2340255591054313
rnbqkbnr/pp1pp1pp/2p2p2/8/8/2N1PN2/PPPP1PPP/R1BQKB1R b KQkq - 0 3,113,61,16,36,0.5398230088495575,0.1415929203539823,0.3185840707964602,0.2212389380530973,0.8094604119351555,1.4052030540677602,0.055354106497896405,0.3871237696082982,0.3317696631104018,False,,0.021689072012307898,,0,113,0,0.0,1.0,0.0
rnbqkbnr/pp1p2pp/2p1pp2/8/8/2NBPN2/PPPP1PPP/R1BQK2R b KQkq - 1 4,58,29,13,16,0.5,0.22413793103448276,0.27586206896551724,0.22413793103448276,0.7256242568370986,1.4961333193597481,0.004912975639640577,0.443362886429325,0.4384499107896844,False,0.6060777485370636,0.02838768472830797,0.015485790394644894,10,58,10,0.1724137931034483,1.0,0.1724137931034483
rnbqkbnr/pp1p3p/2p1ppp1/8/3N4/2NBP3/PPPP1PPP/R1BQK2R b KQkq - 1 5,33,17,8,8,0.5151515151515151,0.24242424242424243,0.24242424242424243,0.2727272727272727,0.6831955922865014,1.4841859890173696,-0.00928216910092633,0.5547367145554718,0.5640188836563982,True,0.9136762142181396,0.031904480335387314,0.02598980608245609,5,33,5,0.15151515151515152,1.0,0.15151515151515152
rnbqkbnr/pp1p3p/2p1p1p1/5p2/3N3P/2NBP3/PPPP1PP1/R1BQK2R b KQkq - 0 6,13,7,2,4,0.5384615384615384,0.15384615384615385,0.3076923076923077,0.23076923076923073,0.7928994082840237,1.419556298571613,-0.2532754608956081,0.7148139224340695,0.9680893833296775,True,2.296480894088745,0.017057292091731843,0.026962260083529255,4,13,4,0.3076923076923077,1.0,0.3076923076923077
r2qkbnr/ppp1p2p/n3b1p1/3pQ3/8/1P2P3/P1PP1PPP/RNB1KB1R w KQkq - 1 7,12,3,3,6,0.25,0.25,0.5,-0.25,0.6875,1.5,-0.719130662256193,0.21913066225619304,0.9382613245123861,True,0.5903588235378265,0.019934854314972956,0.011502046185269546,12,12,12,1.0,1.0,1.0
r2qkb1r/ppp1p2p/n3bnp1/3pQ3/8/1PN1P3/P1PP1PPP/R1B1KB1R w KQkq - 3 8,12,3,3,6,0.25,0.25,0.5,-0.25,0.6875,1.5,-0.719130662256193,0.21913066225619304,0.9382613245123861,True,0.6202746868133545,0.04014563358699282,0.02620668623311473,10,12,10,0.8333333333333334,1.0,0.8333333333333334
r2qk2r/ppp1p1bp/n3b1p1/3pQ3/3P2n1/1PN1PP2/P1P3PP/R1B1KB1R w KQkq - 1 10,10,3,2,5,0.3,0.2,0.5,-0.2,0.76,1.4854752972273344,-0.7403247823048222,0.34032478230482227,1.0806495646096446,True,0.973416248957316,0.03136872947216034,0.030764813730684626,3,10,3,0.3,1.0,0.3
rnbqkbnr/ppppp1pp/5p2/8/8/4PN2/PPPP1PPP/RNBQKB1R b KQkq - 0 2,447,248,65,134,0.5548098434004475,0.14541387024608501,0.29977628635346754,0.25503355704697994,0.7895440145338799,1.3970828235454293,0.1726610086376441,0.3374061054563158,0.16474509681867167,False,0.7092789171278014,0.018003194436630947,0.013767530765782715,129,447,129,0.28859060402684567,1.0,0.28859060402684567
rnbqkbnr/ppp1p1pp/5p2/3p2N1/8/4P3/PPPP1PPP/RNBQKB1R b KQkq - 1 3,124,78,22,24,0.6290322580645161,0.1774193548387097,0.1935483870967742,0.43548387096774194,0.6329344432882413,1.321873982172491,0.29545531396980196,0.5755124279656819,0.28005711399587996,False,0.4579270788141199,0.024890142192523324,0.011555517386609454,37,124,37,0.29838709677419356,1.0,0.29838709677419356
rnbqkbnr/ppp1p1pp/8/3p3Q/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 4,119,77,20,22,0.6470588235294118,0.16806722689075632,0.18487394957983194,0.46218487394957986,0.6183179154014548,1.2890310310283202,0.3209049262769268,0.6034648216222329,0.2825598953453061,False,,0.027009140089655125,,0,119,0,0.0,1.0,0.0
rnbqkbnr/ppp1p2p/6p1/3pQ3/8/4P3/PPPP1PPP/RNB1KB1R b KQkq - 1 5,119,77,20,22,0.6470588235294118,0.16806722689075632,0.18487394957983194,0.46218487394957986,0.6183179154014548,1.2890310310283202,0.3209049262769268,0.6034648216222329,0.2825598953453061,False,0.2207197081297636,0.03990188781015512,0.009686691017103392,8,119,8,0.06722689075630252,1.0,0.06722689075630252
rn1qkbnr/ppp1p2p/4b1p1/3pQ3/8/1P2P3/P1PP1PPP/RNB1KB1R b KQkq - 0 6,15,8,3,4,0.5333333333333333,0.2,0.26666666666666666,0.26666666666666666,0.7288888888888889,1.456564762130954,-0.16538245488690256,0.698715788220236,0.8640982431071385,True,,0.029500976453224817,,0,15,0,0.0,1.0,0.0
r2qkbnr/ppp1p2p/n3b1p1/3pQ3/8/1PN1P3/P1PP1PPP/R1B1KB1R b KQkq - 2 7,15,8,3,4,0.5333333333333333,0.2,0.26666666666666666,0.26666666666666666,0.7288888888888889,1.456564762130954,-0.16538245488690256,0.698715788220236,0.8640982431071385,True,0.4880172610282898,0.03239368995030721,0.010542753867828325,1,15,1,0.06666666666666667,1.0,0.06666666666666667
r2qkb1r/ppp1p2p/n3bnp1/3pQ3/8/1PN1PP2/P1PP2PP/R1B1KB1R b KQkq - 0 8,13,7,3,3,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.30769230769230765,0.6745562130177515,1.4572659136233872,-0.1387707077930021,0.7541553231776175,0.8929260309706195,True,0.45501402020454407,0.035849419923929066,0.015258823902512653,4,13,4,0.3076923076923077,1.0,0.3076923076923077
r2qk2r/ppp1p1bp/n3bnp1/3pQ3/3P4/1PN1PP2/P1P3PP/R1B1KB1R b KQkq - 0 9,12,6,3,3,0.5,0.25,0.25,0.25,0.6875,1.5,-0.21913066225619304,0.719130662256193,0.9382613245123861,True,1.210142473379771,0.027119322524716456,0.03495544477202942,6,12,6,0.5,1.0,0.5
rnbqkbnr/ppppp1pp/5p2/8/3N4/8/PPPPPPPP/RNBQKB1R b KQkq - 1 2,214,114,26,74,0.5327102803738317,0.12149532710280374,0.34579439252336447,0.18691588785046725,0.8435671237662676,1.3832406156395058,0.06386038847198604,0.30997138722894846,0.2461109987569624,False,0.5584976004702704,0.016932473343875362,0.009406155685663746,70,214,70,0.32710280373831774,1.0,0.32710280373831774
rnbqkb1r/ppppp1pp/5p1n/5N2/8/8/PPPPPPPP/RNBQKB1R b KQkq - 3 3,115,62,12,41,0.5391304347826087,0.10434782608695652,0.3565217391304348,0.1826086956521739,0.8623062381852551,1.3512348036227964,0.012889902533871345,0.3523274887704765,0.33943758623660514,False,,0.015570031932514647,,0,115,0,0.0,1.0,0.0
rnbqkb1r/ppp1p1pp/5p2/3p4/3PP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 5,14,4,2,8,0.2857142857142857,0.14285714285714285,0.5714285714285714,-0.2857142857142857,0.7755102040816326,1.3787834934861753,-0.7470083129593583,0.17557974153078687,0.9225880544901452,True,,0.021443894931248257,,0,14,0,0.0,1.0,0.0
r2k1b1r/p3p2p/4b1p1/1B1p4/1p6/BP2PP2/P1PP1nPP/RN3RK1 w - - 3 12,26,16,5,5,0.6153846153846154,0.19230769230769232,0.19230769230769232,0.42307692307692313,0.6286982248520709,1.3458519893382606,0.11829968150955716,0.7278541646442891,0.6095544831347319,False,,0.020595581055833742,,0,26,0,0.0,1.0,0.0
r2k1b1r/4p2p/4b1p1/pB1p4/1p6/BP2PP1P/P1PP1nP1/RN3RK1 w - - 0 13,14,8,4,2,0.5714285714285714,0.2857142857142857,0.14285714285714285,0.42857142857142855,0.5306122448979591,1.3787834934861753,0.04700275954732369,0.8101400975955334,0.7631373380482097,False,,0.020062005812568322,,0,14,0,0.0,1.0,0.0
rnbqkb1r/ppppp1pp/5p1n/8/6P1/2N2N2/PPPPPP1P/R1BQKB1R b KQkq - 0 3,641,348,68,225,0.5429017160686428,0.1060842433697348,0.35101404056162244,0.19188767550702035,0.8570948766187777,1.3519612365029627,0.12021831558758192,0.2635570354264588,0.1433387198388769,False,1.2596876110349382,0.021261334773763293,0.032011042451637106,7,641,7,0.0109204368174727,1.0,0.0109204368174727
rnbqkb1r/pp1pp1pp/2p2p1n/8/3P2P1/2N2N2/PPP1PP1P/R1BQKB1R b KQkq - 0 4,93,49,13,31,0.5268817204301075,0.13978494623655913,0.3333333333333333,0.1935483870967742,0.822754075615678,1.4122062915438107,0.00919902553587057,0.3778977486576778,0.3686987231218072,False,,0.025526410209075097,,0,93,0,0.0,1.0,0.0
rnbqkb1r/pp1p2pp/2p1pp1n/8/3PP1P1/2N2N2/PPP2P1P/R1BQKB1R b KQkq - 0 5,72,34,11,27,0.4722222222222222,0.1527777777777778,0.375,0.09722222222222221,0.8377700617283951,1.4559049046932087,-0.11419689789690163,0.30864134234134605,0.4228382402382477,True,1.181215716732873,0.027432652035107214,0.03051281191843226,18,72,18,0.25,1.0,0.25
rnbqkbnr/ppppp1pp/5p2/8/3P4/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 2,127,62,10,55,0.4881889763779528,0.07874015748031496,0.4330708661417323,0.055118110236220486,0.918221836443673,1.316604084908259,-0.11153753862964191,0.22177375910208288,0.3333112977317248,True,1.321041214466095,0.01658145759225361,0.024542865434032387,30,127,30,0.23622047244094488,1.0,0.23622047244094488
rnbqkbnr/ppp1p1pp/5p2/3p4/3P4/5NP1/PPP1PP1P/RNBQKB1R b KQkq - 0 3,24,14,0,10,0.5833333333333334,0.0,0.4166666666666667,0.16666666666666669,0.9722222222222222,0.9798687566511528,-0.227813562624063,0.5611468959573964,0.7889604585814594,True,1.4310701608657836,0.03199087688699365,0.03308823856589309,5,24,5,0.20833333333333334,1.0,0.20833333333333334
rnbqkbnr/ppp1p1pp/5p2/3p4/8/2N2N2/PPPPPPPP/R1BQKB1R w KQkq - 0 3,54,32,6,16,0.5925925925925926,0.1111111111111111,0.2962962962962963,0.2962962962962963,0.8010973936899862,1.3195212983796365,0.05757351234334074,0.5350190802492518,0.4774455679059111,False,1.4390498583133404,0.008321132200459639,0.012203700625162132,13,54,13,0.24074074074074073,1.0,0.24074074074074073
rnbqkb1r/ppp1p1pp/5p1n/1N1p4/8/5N2/PPPPPPPP/R1BQKB1R w KQkq - 2 4,17,13,0,4,0.7647058823529411,0.0,0.23529411764705882,0.5294117647058822,0.7197231833910036,0.7871265862012691,0.1261320507067023,0.9326914787050622,0.8065594279983599,False,0.9746392965316772,0.01028683250222136,0.011548308707108323,1,17,1,0.058823529411764705,1.0,0.058823529411764705
rnbqkbnr/ppp1pppp/3p4/6N1/8/8/PPPPPPPP/RNBQKB1R b KQkq - 1 2,58,34,9,15,0.5862068965517241,0.15517241379310345,0.25862068965517243,0.32758620689655166,0.7375148632580262,1.373387537375501,0.1065723605189701,0.5486000532741332,0.44202769275516307,False,0.3977490566670895,0.021121408308631386,0.00836999121174689,20,58,20,0.3448275862068966,1.0,0.3448275862068966
rnbqkbnr/ppp1pNpp/3p1p2/8/8/8/PPPPPPPP/RNBQKB1R b KQkq - 1 3,32,16,4,12,0.5,0.125,0.375,0.125,0.859375,1.4056390622295665,-0.19619180766881794,0.44619180766881794,0.6423836153376359,True,0.07121207192540169,0.025606042065192014,0.0026570140773716708,2,32,2,0.0625,1.0,0.0625
rnb1kbnr/ppp1p1pp/5p2/8/8/8/PPPPPPPP/RNBQKB1R b KQkq - 0 4,32,16,4,12,0.5,0.125,0.375,0.125,0.859375,1.4056390622295665,-0.19619180766881794,0.44619180766881794,0.6423836153376359,True,,0.015001744352048263,,0,32,0,0.0,1.0,0.0
r1b1kbnr/ppp1p1pp/2n2p2/8/8/2P5/PP1PPPPP/RNBQKB1R b KQkq - 0 5,29,15,4,10,0.5172413793103449,0.13793103448275862,0.3448275862068966,0.1724137931034483,0.8323424494649228,1.4158209991620065,-0.15963362999146413,0.5044612161983607,0.6640948461898248,True,1.3106180429458618,0.024949186449420863,0.028538248670869848,1,29,1,0.034482758620689655,1.0,0.034482758620689655
r1b1kbnr/ppp3pp/2n2p2/4p3/8/2P1P3/PP1P1PPP/RNBQKB1R b KQkq - 0 6,10,6,0,4,0.6,0.0,0.4,0.19999999999999996,0.96,0.9709505944546686,-0.4072726297031969,0.8072726297031968,1.2145452594063937,True,1.653400222460429,0.032757076621055606,0.05437403567829587,6,10,6,0.6,1.0,0.6
rnbqkbnr/ppp1p1pp/5p2/3p4/3P4/2N2N2/PPP1PPPP/R1BQKB1R b KQkq - 1 3,26,10,3,13,0.38461538461538464,0.11538461538461539,0.5,-0.11538461538461536,0.871301775147929,1.3896749186460426,-0.474179065304625,0.24340983453539428,0.7175888998400193,True,1.439310942377363,0.019680013199551746,0.029057862959356355,7,26,7,0.2692307692307692,1.0,0.2692307692307692
rnbqkbnr/p1p1p1pp/5p2/1p1p4/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4,17,7,0,10,0.4117647058823529,0.0,0.5882352941176471,-0.17647058823529416,0.9688581314878892,0.9774178175281716,-0.6443713202416474,0.2914301437710591,0.9358014640127066,True,1.1548348426818849,0.03677543066442013,0.054259856699501084,5,17,5,0.29411764705882354,1.0,0.29411764705882354
rnbqkbnr/pppppppp/8/8/8/7N/PPPPPPPP/RNBQKB1R b KQkq - 1 1,169,78,22,69,0.46153846153846156,0.1301775147928994,0.40828402366863903,0.053254437869822535,0.8669864500542698,1.4253938966433113,-0.08712739025810862,0.1936362659977537,0.2807636562558623,True,1.4221104771427855,0.010100716132582468,0.013864933537909595,169,169,169,1.0,1.0,1.0
rnbqkbnr/ppppppp1/7p/8/8/4P2N/PPPP1PPP/RNBQKB1R b KQkq - 0 2,10,3,1,6,0.3,0.1,0.6,-0.3,0.8099999999999999,1.295461844238322,-0.8578155290741054,0.2578155290741054,1.1156310581482107,True,,0.013998968247324228,,0,10,0,0.0,1.0,0.0
rnbqkbnr/pppp1pp1/4p2p/8/8/2N1P2N/PPPP1PPP/R1BQKB1R b KQkq - 1 3,14,5,2,7,0.35714285714285715,0.14285714285714285,0.5,-0.14285714285714285,0.8367346938775511,1.4315602842833155,-0.6220142800989517,0.3362999943846659,0.9583142744836175,True,1.3718273299080985,0.014045881839202983,0.018510145172080543,7,14,7,0.5,1.0,0.5
rnbqkbnr/pp1p2pp/2p1pp2/8/3P4/2N2N2/PPP1PPPP/R1BQKB1R w KQkq - 0 4,64,38,4,22,0.59375,0.0625,0.34375,0.25,0.875,1.2261134199863002,0.020827696232338128,0.47917230376766184,0.4583446075353237,False,1.5387554457693389,0.010840713519428391,0.016925292988443714,33,64,33,0.515625,1.0,0.515625
rnbqk1nr/pp1p2pp/2p1pp2/8/1b1PP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 1 5,49,27,6,16,0.5510204081632653,0.12244897959183673,0.32653061224489793,0.22448979591836732,0.8271553519366929,1.372021322426625,-0.030160152802022555,0.4791397446387572,0.5092998974407797,True,2.1773340702056885,0.016056886513014228,0.02860947161514349,2,49,2,0.04081632653061224,1.0,0.04081632653061224
